employee_id,first_name,last_name,email,phone_number,department,position,hire_date,base_salary,bonus,currency,annual_leave_balance,sick_leave_balance,performance_rating,review_period,last_review_date,password_hash,last_login
201,Justin,Hall,gonzaleseugene@gmail.com,515-454-5616,Sales,Coordinator,13/05/2018,53427.39,6099.53,USD,2,3,1.71,Q1 2024,19/06/2024,7dfe2a54d4fcd1b19359268d9c3357c5d82c96570c61624a10226c7589a844bb,10/05/2024 15:20
202,Christopher,Schmitt,teresa64@yahoo.com,294-618-9617,Sales,Coordinator,08/04/2015,44148.53,3543.9,EGP,29,1,3.11,Q4 2023,22/01/2024,686931fdd721a5996db3f1bbb9a19aabd243da1b8a8a4388d22e734ae39bd5e3,13/07/2024 21:54
203,Kristen,Martin,emilygordon@yahoo.com,644.448.1447x90360,IT,Engineer,23/09/2017,87804.39,5332.2,EUR,22,3,3.83,Q1 2024,01/01/2024,52052cb313a2769d67b55c3cce0d2d546e8c72afb7d20be87dbc822307fc8455,11/08/2024 6:42
204,Danny,Murray,qsanchez@yahoo.com,013-351-8942,Marketing,Engineer,08/02/2015,93582.28,5033.35,EGP,3,13,4.24,Q3 2024,10/05/2024,a7be3dc4fcb9ba5530301737052ab360f8995d4633cbf54cb26354604ff78133,22/04/2024 12:05
205,Brandon,Williams,dianepotter@romero.net,+1-080-429-8266x11484,HR,Executive,26/01/2024,84918.06,8480.8,EUR,18,1,2.87,Q4 2023,19/06/2024,02f5a1b95bbf32b07f0f1c7e42229e14852df79886f1d3644cd557c9dd113087,20/08/2024 10:41
206,Kathy,Carlson,sarah38@stanton-schneider.com,-4041,Sales,Coordinator,05/10/2016,38655.69,4645.17,EUR,10,6,3.84,Q3 2024,16/08/2024,ea4df7a4360b4f068d4303f53da3bce1bd138c62b9a521c2606d4bed2946b1f2,24/08/2024 6:55
207,Jesus,Miller,mvasquez@ortiz-chandler.com,(663)985-0527x8569,Marketing,Engineer,07/08/2020,45782.24,5896.23,EGP,30,5,4.08,Q1 2024,04/04/2024,00f43dfe2149b13783ec39d2b3bd9450fac3ef0f5bd42cff3df0776c82b6073b,18/02/2024 10:18
208,Catherine,Williams,thayes@yahoo.com,001-310-393-3919,IT,Analyst,02/09/2022,53798.46,9261.77,EUR,25,9,2.74,Q3 2024,09/01/2024,d8aada78d886204b907ab3544d82f8bfff2ab7a891475aeaa8fd2c772f07a246,12/09/2024 4:42
209,Kyle,Conrad,daysteven@yahoo.com,(897)480-3086x5505,Finance,Manager,06/02/2019,60281.46,2889.67,EUR,7,12,4.56,Q3 2024,14/08/2024,15a663420c03434627c3896cc8b5b709d75f1e4ff381eb53bb5dd47384a4f498,08/08/2024 13:19
210,Brenda,Fitzpatrick,wallacejennifer@gould.info,540-445-7004,HR,Engineer,28/04/2017,74468.37,5369.83,USD,3,13,3.23,Q3 2024,30/08/2024,8fae1e68d4cfaa54f5bc90728d3ac0f61b6a3a0f97f484a60ecdb79b5efe6800,02/08/2024 15:21
211,Pamela,Parker,rhondagray@hotmail.com,001-203-961-4854x5470,IT,Manager,16/12/2019,77855.34,4197.36,EUR,4,14,4.99,Q1 2024,16/08/2024,c1b4793cb3051c66d257fb5aa22a7d01682e6b3f3a2e4fb30ac8f10c4ac87447,06/05/2024 11:30
212,Collin,Edwards,anthonyhenry@williams.biz,-1811,Marketing,Manager,30/10/2014,77224.92,4227.09,EUR,10,11,2.08,Q4 2023,27/04/2024,5c3990d7bf5a405a6a28b453a19c632c4403616d5a3e5e32aa80b249784e5aff,28/01/2024 0:22
213,Johnathan,Ballard,morrisconnie@hotmail.com,001-783-807-3129x483,Marketing,Engineer,29/03/2022,35342.29,2872.27,USD,15,13,3.68,Q4 2023,26/06/2024,2fcb450cb012f47ac022940c2a910657e1cf14f7b67070721ebfac274f09d9da,07/02/2024 19:57
214,Patrick,Robbins,rmercado@murphy.com,023.966.5917x0004,IT,Engineer,16/01/2017,51196.84,4850.37,EGP,24,13,1.3,Q1 2024,03/05/2024,0a3626e27a954a6ae05200c6799c60eb9b219084cbc5075abd5d836d1b82e514,30/03/2024 18:09
215,Jason,Murphy,richardburgess@gonzalez.info,7271346387,Finance,Coordinator,30/06/2018,114177.27,2116.58,EUR,12,12,2.76,Q2 2024,22/06/2024,78dc88ca513084fab79728e5f453610a68838b4e50043a4c9d92a4f95de0e014,13/09/2024 16:00
216,Samantha,Carr,charles97@reese.com,2323707032,Marketing,Engineer,19/09/2019,67671.45,2077.43,EGP,4,2,1.39,Q1 2024,03/05/2024,ed7e773f65926679dbeb4771cfee32e4370ef612523ebdaba8da428f66d9b7ef,02/01/2024 20:27
217,Robert,Castillo,sheltonjames@gmail.com,699-102-6482x769,HR,Coordinator,19/12/2014,116849,7173,USD,10,6,4.16,Q4 2023,26/03/2024,c6909f46b754237d69885bc315839865d7c3f28619ca2fa906185e3ed1d81d02,14/05/2024 23:54
218,Andrea,Perez,ugreen@gmail.com,611-352-9989,Finance,Analyst,16/12/2016,95156.15,3940.36,USD,16,2,1.88,Q1 2024,02/02/2024,01c7c72fb381467ab22743886e751309e507a163403881a8b2dbbdf6ee0215bc,11/09/2024 12:33
219,Lauren,Martin,deannabryant@yahoo.com,266.106.3859x331,Marketing,Analyst,02/09/2019,65585.92,1423.44,USD,25,0,1.32,Q1 2024,16/01/2024,c70f650fba0f585d61294b35d751a20ab6f4af1c3fd26e428eb387a0630ee7d0,04/05/2024 7:56
220,Brittany,Juarez,gregorythomas@richards.com,001-329-168-8863,IT,Coordinator,10/06/2018,84272.16,8563.03,EGP,8,4,4.15,Q4 2023,03/02/2024,e3979c166eca9886577f33662e158c418e3a8631366ece4eb0fff8d4038b22d5,16/01/2024 18:33
221,Joseph,Zuniga,michelle75@yahoo.com,001-052-804-2351x3489,HR,Coordinator,04/01/2019,37586.29,7282.68,EGP,15,15,2.99,Q3 2024,14/09/2024,63b99d5c6f191088817046a44df6041fa190cb6c96e1ee6db4faa95a163ca5cb,21/02/2024 11:04
222,Kelly,Jacobs,susan30@powell-rodriguez.com,(369)336-5432,HR,Executive,11/11/2014,94744.74,4298,USD,19,6,1.46,Q2 2024,07/04/2024,3f768c32fb30391ca7780bce29946558e295af6737bc19cac29f02bf604e605c,17/09/2024 20:55
223,Donna,Martinez,michaellloyd@gmail.com,001-972-075-6881x343,Marketing,Engineer,29/01/2020,45742.91,4057.96,EGP,23,1,1.41,Q3 2024,07/05/2024,f6374a7d570299ffb2d1e266eaa8572208ffe5f17320e1c25103ae11068bdbc6,21/03/2024 6:05
224,Charles,Reyes,bonnie36@simpson-brown.com,820-786-1274x33243,Marketing,Coordinator,01/04/2024,83036.17,7028.74,EUR,14,13,1.16,Q1 2024,09/02/2024,7a171402d00019c5e3c219074d922e4c860fcfb63a707bb4cbd5c4161d7f06c8,23/09/2024 21:23
225,Mindy,Cole,ntate@cooper.biz,514-801-0093,IT,Analyst,02/10/2019,68775.47,9049.59,EUR,22,6,4.4,Q3 2024,07/03/2024,25f5f3a8eb52a89b27920139491352d3757ae62378a324bbe837996ca5c994a2,07/04/2024 14:25
226,Anthony,Davidson,gentrytracey@perez.com,257.505.8152x403,IT,Manager,31/01/2016,69193.75,7237.41,USD,26,12,3.77,Q3 2024,21/06/2024,54706e52bbb3f20d1dec45e0de0a28d11b6b060f166c359cdbf047a5c3570b97,16/02/2024 11:17
227,Carl,Rogers,elizabethsanchez@ruiz.net,750.122.0478x4960,Sales,Analyst,07/10/2022,57078.93,8687.27,EGP,26,0,4.83,Q4 2023,01/09/2024,18b333723c7c1b2838f318b3a5220218ddd87a3dcdedc943f4853fd408f57736,17/05/2024 1:26
228,Daniel,Adams,benderbrittany@sharp.net,779.143.5537x5186,Marketing,Analyst,27/11/2019,52229.61,7816.8,USD,13,7,4.58,Q4 2023,08/06/2024,a3ad2d06b1a73d26c5b6b9c6b6d6c32aedc8f4d62c3fb0796a6ff4515460237c,21/03/2024 15:55
229,Latoya,Johnston,hernandezdiane@bryan-beltran.info,001-469-465-2639x42274,Finance,Manager,03/04/2022,107386.12,7408.84,EUR,24,1,1.15,Q4 2023,29/03/2024,7400bc4957df7a0e96fd2dfcc72f800f1509ec36c125c6bd2ea1b8b3d737b7ee,09/09/2024 9:29
230,David,Meyer,sarahkramer@brown-shaw.org,086.293.6563x505,Finance,Executive,31/08/2015,83721.41,1957.12,EUR,25,9,4.66,Q2 2024,21/03/2024,87e63f56a170c8c4a5e1df282625a85095a349d153a21254715ef37182ca6f25,16/04/2024 17:55
231,Joseph,Mcdonald,ralph18@payne-hunter.info,(854)049-1124x0966,Sales,Engineer,07/02/2017,50059.61,6983.52,EGP,17,4,4.57,Q4 2023,10/02/2024,a153cba02fde02eb69833d1f212280f66fe691ab63eabb6be0195373bb305e3b,06/01/2024 1:30
232,Megan,Oliver,sherryconway@allison.com,(021)151-2773,Marketing,Coordinator,28/04/2015,30057.02,2133.12,USD,21,0,4.62,Q4 2023,25/04/2024,0db63525e3e80d95f9277b2007e40294565ef8108789157a312ce6916597fab8,10/02/2024 5:30
233,Linda,Reed,fieldsjennifer@gmail.com,713.231.7894,IT,Executive,21/03/2023,85355.4,8859.88,EGP,14,5,3.43,Q4 2023,11/01/2024,1bb3c6a9531b4c9c467dbbeb2aaa2ba272ef86113b1297eaec9484ca3219a384,01/05/2024 20:34
234,Peggy,Nelson,ehall@gmail.com,145.478.2668x5959,Finance,Analyst,24/10/2018,54571.8,9542.68,EGP,2,9,4.26,Q4 2023,08/02/2024,a395ec678adcc36e0654d181ad12485f330ad2ffa9309e3a718dc63612fa0d39,05/09/2024 17:55
235,Robert,Hampton,oarroyo@hotmail.com,(896)110-9382x0585,HR,Manager,01/09/2021,84639.11,6476.55,EGP,27,7,2.79,Q1 2024,23/08/2024,68c160c59015a069126bfeb27f0a953f4d2d485188023bb25ff9004fd8f09268,26/02/2024 7:46
236,Krista,Joyce,kgordon@gmail.com,921-916-5493x529,Sales,Engineer,04/11/2018,58015.16,2854.4,USD,12,11,3.18,Q1 2024,26/07/2024,a1eced1b9be473eac40bfb24303b1503db06f816a7f8035fadeaa6495290001a,19/02/2024 22:47
237,Terrance,Morris,heather71@yahoo.com,+1-706-610-2390x4212,Sales,Analyst,24/07/2016,58880.02,9512.96,USD,8,7,1.3,Q4 2023,19/09/2024,3d502d6ee6b12049799c4c38eaad3c601e17ccdf47c0cc68c3df554222a72071,24/08/2024 7:50
238,Ann,Johnson,christina39@davis.biz,(381)539-6261x589,Finance,Coordinator,21/07/2023,34367.14,9340.4,EGP,16,13,1.29,Q1 2024,14/05/2024,e8f4d4aa2a4ea016932b8055d6b052b8251c5d4f46af02293f8c6c085193c83a,26/02/2024 17:55
239,Catherine,Welch,andrew69@hotmail.com,001-959-232-8601,Finance,Coordinator,09/09/2020,39060.69,3520.5,USD,0,11,3.77,Q4 2023,14/01/2024,eac0ae676087989dc57ed633c374b82199bcd9388209f4888b33ffafba838a1a,23/09/2024 9:43
240,Sharon,Spencer,heatherkrause@gmail.com,906-728-2182x05518,HR,Manager,15/03/2024,68086.27,8758.35,USD,30,9,3.32,Q2 2024,19/05/2024,193e63440df600387497b17e6938404443f12428b414f1c7b01a827082a38160,30/04/2024 18:41
241,Anna,Griffith,psmith@yahoo.com,6336877598,IT,Coordinator,16/05/2019,70677.26,1344.24,USD,24,10,4.98,Q4 2023,12/03/2024,15581834d05e6671a11ef47b11ae8b465db79c9d7788623851c122274da2d262,21/08/2024 20:50
242,Dennis,Curtis,amberwest@yahoo.com,037.236.1289,Finance,Manager,03/06/2015,69470.22,6268.26,USD,17,7,3.36,Q3 2024,16/06/2024,3d744163d3b23316b4d565ada91a8d7f243d9e01f17e4b5b7d20c6278c15f439,29/01/2024 2:33
243,Francisco,Clements,fhayes@lane.com,-2768,HR,Analyst,26/03/2021,60063.74,9964.91,EUR,14,1,1.05,Q1 2024,13/05/2024,99e72bff7958519313e0e6ec118f393926d661096b735d7779d3e2c874f2f977,02/03/2024 17:47
244,Christina,Gray,jonathan54@alvarez.com,001-859-158-8244x494,IT,Analyst,01/06/2022,55116.33,9514.44,USD,22,13,2.9,Q1 2024,18/01/2024,0c1e9b31657ad78c0b34845e8f39987d08537c30dcaf193a812de75061aba442,12/07/2024 5:17
245,Ann,Quinn,gpineda@hotmail.com,001-873-789-9734x710,Marketing,Analyst,04/04/2024,85936.94,9941.05,EUR,18,8,4.47,Q4 2023,16/03/2024,d1cb9f5170d16db43b6f4ec66ff2dfd2504776196ea280d3db6c830e30459240,09/04/2024 21:15
246,Susan,Bowen,gutierrezlaurie@king.biz,+1-196-960-3287x497,IT,Executive,01/12/2022,59295.19,3144.41,USD,30,12,2.62,Q2 2024,01/04/2024,abc1d5c708456470b2a8191a5a4b2110d5f50c7ebb4553f622d08018ba378970,28/04/2024 10:48
247,Keith,Simon,halepatricia@gray-miles.info,123.441.3370x610,HR,Coordinator,14/01/2015,115813.66,3540.43,EGP,13,2,4.08,Q1 2024,17/02/2024,427263da9e0481bc64a0b02aea34e575126551340f44eedfaeada3bdaab00bee,17/02/2024 5:14
248,April,Vazquez,bwilliams@turner-kim.com,960-569-8687x93263,IT,Executive,10/12/2019,95261.38,5656.5,USD,10,2,4.86,Q3 2024,05/03/2024,f06e98aa33e77bde9ee2e0db0d0035518e37b0ec769d6bfdb9e99a8b53001ebe,05/03/2024 1:55
249,Wayne,Carroll,heather92@yahoo.com,(943)654-7776,Sales,Coordinator,19/11/2018,81597.84,6930.78,EUR,26,9,3.84,Q2 2024,09/08/2024,1f4d54ff188408fdf5796da4dcc0b1543b3357403a03a8abcda9bd81bf6912da,23/03/2024 9:00
250,Miguel,Snow,christopherli@johnson.com,366-291-3928x9287,HR,Coordinator,09/09/2015,108656.74,1638.85,USD,9,10,4.48,Q2 2024,01/09/2024,c48fc7c1925ac74edbcbb585db8ccd7c88201226adb884356edc1fdc39b4fe46,27/05/2024 22:52
251,Jacqueline,Fisher,julieferguson@winters-watson.info,381.885.3529x237,IT,Analyst,25/07/2016,101371.83,9868.69,EGP,8,13,4.84,Q4 2023,30/01/2024,d761a69b3f69d47ff08153400e59c897eb36f3bb02e6c38173962ce009c915ea,24/05/2024 23:34
252,Kathleen,West,ohardy@rivera-porter.biz,620.529.7062x4078,IT,Analyst,31/01/2020,118758.81,7718.07,USD,6,14,3.5,Q2 2024,28/05/2024,871549e5da10be73ba58fe1b676402018eaef0a1011e514103d896b7a936b3fc,22/03/2024 20:42
253,Colleen,Roth,bakernatalie@cooper.biz,001-203-765-5420x009,Sales,Engineer,13/11/2023,108391.63,3828.48,EGP,26,8,1.53,Q4 2023,13/01/2024,305f18633e135c2a6e84bea45502bf21b3d310cae54027b3fbb2d6899678202c,16/09/2024 9:38
254,Abigail,Stone,williamsjasmine@smith.com,001-067-140-7658x564,Marketing,Coordinator,13/10/2020,65155.26,4750.94,USD,19,5,1.95,Q1 2024,13/01/2024,59fd2be2dc1eecdbbe39a38b3f996fc65aecd0a8c9d6234139f584eb581317ac,20/06/2024 4:30
255,Erica,Valdez,rhale@hotmail.com,9675935326,Finance,Analyst,10/05/2021,119532.96,2826.56,EGP,25,3,3.7,Q2 2024,06/07/2024,94b1d7b6898765025593317af34ec766eb187510cfdc74d03aa5376d5a81a4b0,20/07/2024 19:42
256,Daniel,Durham,timothy17@yahoo.com,393-032-9593x3030,Sales,Analyst,12/02/2024,55822.99,7923.36,EUR,23,3,4.45,Q4 2023,06/06/2024,779a65c04e1f70e520c962b331b842ebb385d7dbdfd86d19e1e3dba6cd64b620,09/06/2024 1:12
257,Chris,Shields,cweaver@gmail.com,(384)171-0341,Finance,Engineer,22/09/2021,49370.61,1518.05,USD,19,5,2.98,Q3 2024,03/04/2024,d4699657a1e6cc9dc84f2bb180e5e21fe939faea24eba029160d1c09081d7cd6,15/06/2024 21:54
258,Christina,Hubbard,tyler51@simmons-mcdonald.info,001-619-477-3933x78973,Sales,Analyst,06/11/2018,74173.79,9728.72,USD,30,15,2.45,Q2 2024,08/01/2024,180734e27b3969e7c75a2e6b6e818d617e387812938d83551cc344cabb77d3f7,19/08/2024 23:59
259,Ryan,Coleman,josephcruz@hutchinson.com,001-074-912-2127,HR,Coordinator,11/03/2017,32988.92,5166.1,EGP,0,4,4.76,Q4 2023,04/10/2024,ff8f2a4ffa50eb90416ff4a7a901dbc4555d52da8195a0570f7b0299364ffc73,12/03/2024 7:08
260,Sean,Morgan,cynthia73@alvarez-valdez.info,719.929.4136x6682,Sales,Manager,07/04/2024,111229.12,3277.99,USD,22,12,4.22,Q2 2024,20/05/2024,70c1f3faf0385d8e7fe5457d4f21bd401b17681e44c6f5162e841fa203653041,14/06/2024 13:22
261,Martha,Gomez,dmorgan@yahoo.com,2598945805,IT,Analyst,29/04/2020,30249.47,1964.57,EGP,9,2,3.55,Q2 2024,17/01/2024,33fdc0b294601fb0d43134b5965a3ef9d56f020512e360aecea89efbfe3b0b82,12/06/2024 7:46
262,Glenn,Holmes,timothy47@houston.biz,001-225-867-4074,Finance,Manager,24/07/2019,105017.52,5101.12,USD,5,12,4.38,Q1 2024,19/01/2024,3f6af7fe539e3167abc54b14ab2acdab1a83f324003141db625322d8092586f2,02/09/2024 11:33
263,Michael,Craig,fisherjodi@gmail.com,649-957-5783x4685,Finance,Manager,22/05/2022,59112.65,3493.39,EGP,20,6,4.64,Q1 2024,07/09/2024,0aa440656616d3fea9e831878ba958414fcb32703c7326137a926f0f5b484696,08/05/2024 14:19
264,Sharon,Reid,jonesanthony@burns.biz,(430)457-6974x335,Sales,Coordinator,21/10/2019,48432.81,9106.14,USD,13,12,3.1,Q1 2024,06/07/2024,c65bf7eba818fc28e8e9d42c3c73eae556ce200d4473f1475ad306d792f1e515,30/03/2024 18:05
265,Sherry,Andrews,newtonryan@reynolds.com,4681468789,IT,Engineer,10/07/2021,79302.65,7222.4,EUR,3,8,4.47,Q4 2023,17/01/2024,7ba4c0fa5ff46609476801b47a4589ac632ab9f4dca6d21e620adaf87b37c73d,28/07/2024 10:59
266,Sue,Graves,fernandezmichael@yahoo.com,698.878.1457,Marketing,Engineer,29/01/2023,63181.96,1232.27,USD,5,8,4.18,Q1 2024,04/04/2024,0adcd9e0575b40a0ae204ecf84648a070f611657a64ad29c0f55d3ce3ae2d851,29/09/2024 9:03
267,Ryan,Simpson,joseph09@yahoo.com,+1-982-079-9704x4055,Finance,Engineer,04/10/2018,45509.26,9903.92,EUR,30,2,1.23,Q2 2024,04/01/2024,3e8d602f5729e12b755e3a469fda5f3dd02ce9c8090686d6f17d21ef096f7897,12/02/2024 15:12
268,Brandon,Fields,ylogan@gmail.com,001-023-736-8944x13025,IT,Coordinator,21/05/2020,92531.11,1824.89,USD,4,10,3.11,Q3 2024,14/06/2024,2a37f2fe396dda2983273b505d5a3082ab6fa02833920523b03c059b9b7d40df,28/04/2024 14:09
269,Craig,Banks,robert24@hotmail.com,001-372-959-4891x9142,HR,Manager,05/11/2014,101174.87,2173.95,EGP,10,14,3.43,Q3 2024,09/03/2024,ea4adbb76004489584b6ca752b75ad26773757a14faefa2eb1bff27aec9aa1b5,07/05/2024 5:17
270,Amy,Ford,susanjones@terry.com,(319)784-9284,Sales,Analyst,06/01/2020,76141.89,9348.11,EGP,23,2,1.74,Q4 2023,20/01/2024,a2b2b0d7804921d79d58c412335b59f9f1fb0a6cd88f36f4a6f8636b6aed4a75,01/03/2024 3:04
271,Robert,Dickerson,thomasmontgomery@hall-cardenas.com,965.925.1186,Finance,Executive,03/03/2017,41674.47,8710.78,USD,29,12,3.26,Q3 2024,04/09/2024,d433b6306bb565cd673731daa5f7af225098ee6fc6f0cdee5949aeebc5d85a9b,27/05/2024 3:36
272,Dana,Norman,leejeff@ritter.info,659-924-1406x6687,Finance,Executive,15/12/2023,31756.54,2032.17,USD,3,5,3.52,Q2 2024,18/05/2024,ccdd292704d238d99bdfb5b3fc0188460c3f6f9c30ce713d5703963f2d593382,26/07/2024 16:21
273,Andrea,Chavez,aaroncollier@conner.com,(556)880-2983x68287,HR,Manager,18/04/2020,49405.67,2764.02,EUR,6,0,4.78,Q1 2024,23/02/2024,d777f841f3fe76b6eb92c912afe8576af249bd30d44c294852548f97c991affa,12/01/2024 2:15
274,Jacqueline,Rose,tdavis@burton.com,178.866.6103,HR,Engineer,09/08/2024,68953.71,7525.69,EGP,17,5,4.08,Q2 2024,28/05/2024,2a6ecffc9abd77d84c575dab8b65cd76f9a67692287ab9b235f9335faa69fc2c,10/03/2024 5:00
275,Vicki,Boyd,kellyherring@huber-castaneda.org,840-386-2694x091,IT,Executive,25/11/2017,34379.92,2752.05,USD,27,6,3.75,Q3 2024,12/09/2024,f527853c33eb35d3619bac96b7d60f3bb846147686b9006e0a29234b9bbd8272,04/04/2024 2:34
276,John,Anderson,adrianagoodman@hotmail.com,001-498-667-1095x196,HR,Coordinator,29/06/2018,66019.25,7473.03,EGP,2,8,1.38,Q4 2023,11/09/2024,6625de89bd79633e9253e57762a0aba50545e03340f98bcd8b31ffd9564fc041,11/08/2024 21:32
277,James,Ballard,phillip24@yahoo.com,(477)121-4608,IT,Coordinator,11/06/2022,75205.71,4308.93,USD,24,4,2.94,Q1 2024,20/08/2024,c3e96e72d92812f17a97daad5aff794565927a2c2885bdb012703f2c63922ca8,29/07/2024 2:46
278,Steven,Jones,middletonleslie@gmail.com,663.592.3466x193,IT,Engineer,24/11/2022,52293.84,8150.8,USD,1,9,1.3,Q2 2024,19/02/2024,bd6bb41e7e3b6689afa865495b3c24acdd813ce8fa6b7f16fd4878a5d95b92ad,03/08/2024 13:11
279,Deanna,Hardin,dana10@hotmail.com,620-449-2120,Finance,Coordinator,08/04/2023,79256.91,3610.79,EGP,15,10,2.18,Q4 2023,19/06/2024,1eb55c0359d46af946b7db4e9034fdb062daa52dfc3b85a647a93e4cdf0baa2b,27/06/2024 18:41
280,Hector,Bryan,tiffanyaustin@thompson.biz,+1-456-279-8622x17385,Finance,Executive,18/12/2023,51657.61,6395.77,EUR,30,4,2.29,Q1 2024,24/07/2024,936106049c38f2f3c2248b53ae84ef56cd4c42e4c244dfdcacc0c42c6a224fae,06/10/2024 8:32
281,Kevin,Ibarra,andersonpamela@walls-evans.net,(510)013-4025x82012,HR,Coordinator,06/02/2019,105374.9,6246.61,USD,6,13,1.21,Q2 2024,06/04/2024,d810a88a37094ac2b7dd8a821f3b601ee9a97585556bb89d5162d974e84fae54,01/07/2024 17:57
282,Zachary,Baker,andrewbowen@dunn.com,579.426.2848,Sales,Engineer,17/03/2016,36072.9,1443.19,EUR,9,14,1.22,Q3 2024,11/04/2024,32f5a647336a7e4dd3b5d3afa9a85f7a73562e9d520d660cd9faf0b4a4ad0733,03/06/2024 9:40
283,Adam,Maynard,russellrebecca@yahoo.com,001-553-821-6360x081,IT,Analyst,25/01/2017,84517.3,3918.88,EGP,23,10,1.13,Q2 2024,30/05/2024,9a45c5c729a43a66a2766f9657080cebdcd2f49e8d148d5c1336f1c8ba771e0a,24/05/2024 0:10
284,Jennifer,George,michele01@gmail.com,138.877.3663,HR,Engineer,02/08/2016,45329.14,1960.42,EUR,4,6,4.65,Q1 2024,01/03/2024,7c222860045b858fb018f45375b70dd8371a506adb511ae5137f2c150dbb3a6c,09/09/2024 2:51
285,Christopher,Vaughn,lauriebailey@adams-nguyen.com,562.829.1175x9053,Marketing,Executive,12/06/2021,90976.56,8430.43,USD,30,6,2.31,Q1 2024,29/08/2024,140f18f0489f46346db6b312bc40a40b7688062735a946810e1b745ebfa640b3,26/07/2024 1:30
286,Joseph,Nguyen,carrollashley@fleming.com,+1-127-427-9449x8347,Sales,Manager,28/01/2022,113693.55,1413.27,EGP,3,7,1.22,Q2 2024,05/03/2024,b94875eb6fa05ae5e63562676dcff5bdb42d7e22617d6454186cbe14c97761f9,29/05/2024 2:23
287,Elizabeth,Jensen,jenniferbarron@gmail.com,001-720-876-8435x1302,Finance,Engineer,08/02/2020,57123.67,2956.82,USD,16,12,4.74,Q4 2023,07/09/2024,a76c087b7bdf91f490db66e73029a2776808ba62364546a1e00dedf9f5af1717,14/09/2024 22:18
288,Amber,Morris,april74@navarro.info,001-123-543-6791x64430,Sales,Analyst,02/04/2015,51678.07,4749.49,EGP,24,13,1.83,Q4 2023,23/02/2024,7394aa15927945082bd4c0ba56704360435be0a091bf85b90514611cb13da1fa,30/06/2024 12:41
289,Shawna,Jensen,jonesmark@yahoo.com,+1-199-845-4058x361,Finance,Engineer,20/02/2019,35838.57,7223.46,EGP,15,5,1.69,Q4 2023,20/03/2024,907e7b35a937e74bc15012709205de8d32af09d7ff8d7877980a0facc36295d9,15/03/2024 9:21
290,Jeffery,Jones,caitlyn73@hotmail.com,(970)944-2059x0756,Finance,Manager,23/09/2021,38211.2,4737.57,USD,6,3,2.82,Q1 2024,28/01/2024,ad947ce67ff9d2a153f83d715b87e517f3e7896fd23146758335dc3fe4788e4c,09/07/2024 19:57
291,Stacey,Perry,chaneyrichard@hotmail.com,033.745.0691,IT,Engineer,14/05/2018,100103.16,9338.54,USD,14,5,2.58,Q3 2024,17/02/2024,947b41a738dd9be336ae06cacc9733f64dfb0120633ee58e505c6fbf28d2565f,25/08/2024 16:26
292,Courtney,Hutchinson,eric47@hotmail.com,(765)129-3782,Finance,Engineer,13/11/2023,114593.55,4656.48,USD,5,1,3.43,Q2 2024,27/01/2024,436c340279de698a02688c0218b7fb4de71b66558e2312e9a6bfab9a3bc1b2ab,02/02/2024 14:28
293,Jessica,Powers,jessicapope@hayes.com,001-170-794-8025x937,Finance,Coordinator,10/03/2015,56377.41,7908.64,USD,4,6,3.49,Q2 2024,28/01/2024,c8937b988ed6aa7735b4513452f9f86f5964f54152279c65525e52afb9676e77,01/08/2024 23:04
294,Amy,Miller,rgibbs@gmail.com,797.979.8902x83049,HR,Executive,15/07/2024,115398.62,2165.23,USD,10,8,1.83,Q3 2024,19/02/2024,eedabfa2941f2fe2c94be4439349a985edfd8c39d465b73fb3eb0534e411f040,02/08/2024 23:18
295,Stephanie,Green,valdezpatricia@yahoo.com,001-719-192-8974,Finance,Coordinator,17/07/2021,37351.75,2843.13,EUR,19,6,2.56,Q4 2023,05/09/2024,5b7ec520a410446c7d30eec3bd5c899364678b26df0bfa50fd48a48a014df1a7,21/02/2024 3:17
296,Darlene,Ali,adambrady@yahoo.com,5610128393,Sales,Manager,24/06/2020,103752.04,5873.47,EUR,4,0,4.34,Q1 2024,17/03/2024,03d14684dba0c155a28310b4f1bbfcfe89e904d3c9c563cc4eeb09c8b6a78c18,03/06/2024 9:38
297,Dylan,English,markrogers@smith.com,774-829-9249x398,Marketing,Manager,07/03/2019,48721.56,6851.96,EGP,10,11,1.34,Q2 2024,08/09/2024,1ab3b4f13a0737ba4eae77ccb835fcd7013590824c822f7ab5e6f2f49a2d77b4,23/08/2024 22:23
298,Brian,Campbell,nelsonashley@edwards-knapp.com,-10623,Marketing,Analyst,16/03/2017,61850.03,5315,EGP,19,13,3.57,Q3 2024,15/04/2024,8ff72b2826ddd233d85e3843aa4bd7fa460a6f901a58aaf4a1690847fef48312,25/04/2024 6:19
299,Jane,Hebert,jacquelinehays@hotmail.com,694.606.0791x323,Finance,Coordinator,04/09/2020,36820.84,3689.11,EUR,16,7,4.06,Q4 2023,30/03/2024,30371d2c808c0a0a1ef0fdcafce357b4c069ee715b0759720525dc4da6488971,10/06/2024 2:28
300,Charles,George,lwilkerson@ford-webb.info,351.812.3992,Sales,Coordinator,30/09/2024,90787.15,3495.57,EGP,15,9,1.4,Q2 2024,12/04/2024,fe89da885bf21adcc4ca9ce652914eb0be704dfe674a7bd55328a2b741031cc5,13/09/2024 0:34
